N° artículo en tienda,EAN / GTIN / código barras,Número del fabricante (HAN/MPN),Fabricante / Marca,Nombre del producto,Precio,Precio especial,Precio original,Plazo de entrega,Categoría del producto en la tienda,Descripción del producto,Características del producto / Otros atributos,URL del producto,URLimagen_1,URLimagen_2,URLimagen_3,Color,Talla,Transferencia,Transferencia / Paypal Austria,Tarjeta de crédito,Paypal,Sofortüberweisung,Domiciliación,Reembolso,Comentario sobre los gastos de envío,Precio base,Cupón de descuento,Clase de eficiencia energética,Unidades
FLEX35.CINZA,,FLEX35.CINZA,"Yucai Holding Group Co., Ltd.",Silla flexible,35.08,,35.08,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,35.08,,,16
FLEX40.AMARELO,YCX-005,FLEX40.AMARELO,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,75
FLEX40.AZUL,YCX-005,FLEX40.AZUL,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,28
FLEX40.LARANJA,YCX-005,FLEX40.LARANJA,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,6
FLEX40.VERDE,YCX-005,FLEX40.VERDE,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,60
FLEX40.VERDE.CL,YCX-005,FLEX40.VERDE.CL,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,65
FLEX40.VERMELHO,YCX-005,FLEX40.VERMELHO,"Yucai Holding Group Co., Ltd.",Silla flexible,64.41,,64.41,1 - 14 días,"cadeira, cadeira escolar","<h3>Cadeira flex ideal para qualquer ambiente</h3>
<p>A Cadeira Flex, fabricada em polipropileno, é uma cadeira confortável e empilhável, permitindo-lhe economizar espaço na sua sala.</p>
<h3>Uma cadeira versátil</h3>
<p>Ajuda a melhorar a postura da criança e manter a coluna vertebral na posição correta. Trata-se de uma cadeira fácil de mover e recolher, facilitando todas as atividades que deseje realizar com as suas crianças em diferentes salas.</p>
<p>Disponível <strong>em vários tamanhos (25 cm / 30 cm / 35 cm / 40 cm / 45 cm) em em diferentes cores (azul, verde, amarela, vermelha, verde alface, laranja e cinza)</strong>, tornando-a na cadeira escolar ideal para qualquer sala, independentemente da idade das crianças.</p>
<p>O seu fantástico apoio lombar ajuda a manter uma postura correta e confortável em qualquer contexto, com principal foco nas salas de aula. Além disso, podem ser usadas como cadeiras de escritório ou para uso particular.</p>
<p><span style=""text-decoration: underline;""><strong>Idades recomendadas:</strong></span></p>
<ul>
<li>3 a 4 anos - 25 cm</li>
<li>4 a 6 anos - 30 cm</li>
<li>7 a 10 anos - 35 cm</li>
<li>10 a 12 anos - 40 cm</li>
<li>Adulto - 45 cm</li>
</ul>
<p>Permite uma combinação perfeita com as <a title=""Mesa Flex Retangular"" href=""https://abcescolar.pt/products/mesa-flex-retangular"" target=""_blank"">Mesas Flex Retangular</a>, <a title=""Mesa Flex Circular"" href=""https://abcescolar.pt/products/mesa-flex-circular"" target=""_blank"">Mesas Flex Circular</a> e <a title=""Mesas Flex de Grupo"" href=""https://abcescolar.pt/products/mesa-flex-de-grupo"" target=""_blank"">Mesas Flex de Grupo</a>.</p>","__label:Top Vendas!, Cadeiras, Escolar, Mobiliário, Mobiliário Pré, Pré-Escolar, Próximo ano letivo, Recomendado, Refeitório",https://abcescolar.pt/es/products/cadeira-flex,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadeira-flex-amarelo.jpg?v=1666198184,,,,N/A,,,,,,,,4.5 €,64.41,,,10
LB0190,CPB001,LB0190,"Auxilab, S.L.",Crisol alto con la tapa,1.55,,1.55,1 - 14 días,Cadinho,"<h1>Cadinho de forma alta com tampa</h1>
<p>Este pequeno recipiente em forma de pote é um instrumento essencial nas atividades laboratoriais. É usado para aquecer sólidos a temperaturas bastante elevadas. </p>
<p>A tampa garante a máxima segurança durante as experiências.</p>
<h2>Características</h2>
<ul>
<li>Dimensão: 32x34 mm</li>
<li>Com tampa</li>
<li>Forma alta</li>
<li>Várias capacidades</li>
<li>Tem interior e exterior esmaltados, excepto a base</li>
<li>Suporta temperaturas até 1050º C.</li>
</ul>","Cadinhos, Laboratório, Porcelana",https://abcescolar.pt/es/products/cadinho-de-forma-alta-com-tampa,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadinho-de-forma-alta-com-tampa.jpg?v=1629300336,,,,N/A,,,,,,,,4.5 €,1.55,,,6
LB0192,CPB006,LB0192,"Auxilab, S.L.",Crisol alto con la tapa,1.58,,1.58,1 - 14 días,Cadinho,"<h1>Cadinho de forma alta com tampa</h1>
<p>Este pequeno recipiente em forma de pote é um instrumento essencial nas atividades laboratoriais. É usado para aquecer sólidos a temperaturas bastante elevadas. </p>
<p>A tampa garante a máxima segurança durante as experiências.</p>
<h2>Características</h2>
<ul>
<li>Dimensão: 32x34 mm</li>
<li>Com tampa</li>
<li>Forma alta</li>
<li>Várias capacidades</li>
<li>Tem interior e exterior esmaltados, excepto a base</li>
<li>Suporta temperaturas até 1050º C.</li>
</ul>","Cadinhos, Laboratório, Porcelana",https://abcescolar.pt/es/products/cadinho-de-forma-alta-com-tampa,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadinho-de-forma-alta-com-tampa.jpg?v=1629300336,,,,N/A,,,,,,,,4.5 €,1.58,,,3
LB0193,CPB008,LB0193,"Auxilab, S.L.",Crisol alto con la tapa,2.32,,2.32,1 - 14 días,Cadinho,"<h1>Cadinho de forma alta com tampa</h1>
<p>Este pequeno recipiente em forma de pote é um instrumento essencial nas atividades laboratoriais. É usado para aquecer sólidos a temperaturas bastante elevadas. </p>
<p>A tampa garante a máxima segurança durante as experiências.</p>
<h2>Características</h2>
<ul>
<li>Dimensão: 32x34 mm</li>
<li>Com tampa</li>
<li>Forma alta</li>
<li>Várias capacidades</li>
<li>Tem interior e exterior esmaltados, excepto a base</li>
<li>Suporta temperaturas até 1050º C.</li>
</ul>","Cadinhos, Laboratório, Porcelana",https://abcescolar.pt/es/products/cadinho-de-forma-alta-com-tampa,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/cadinho-de-forma-alta-com-tampa.jpg?v=1629300336,,,,N/A,,,,,,,,4.5 €,2.32,,,2
20201180,,20201180,ABC Escolar,Crisol de tamaño medio con tapa,2.99,,2.99,1 - 14 días,,"O Cadinho de Forma Média é um utensílio de laboratório indispensável. Desenhado para suportar altas temperaturas e reações químicas severas sem comprometer a sua integridade. Este cadinho é ideal para fundir, calcinar ou secar substâncias, graças à sua capacidade de distribuir o calor de maneira uniforme e eficaz. A sua forma média equilibra perfeitamente a necessidade de volume adequado com a facilidade de manuseio, tornando-o versátil para uma ampla gama de aplicações científicas. Além disso, a durabilidade e resistência química do material asseguram uma longa vida útil, mesmo sob uso intensivo em condições exigentes.",,https://abcescolar.pt/es/products/cadinho-de-forma-media-com-tampa,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/ObtenerImagen_710466c1-1cde-445f-92a6-84da179b9631.jpg?v=1708101781,,,,N/A,,,,,,,,4.5 €,2.99,,,2
20201190,,20201190,ABC Escolar,Crisol de tamaño medio con tapa,3.50,,3.50,1 - 14 días,,"O Cadinho de Forma Média é um utensílio de laboratório indispensável. Desenhado para suportar altas temperaturas e reações químicas severas sem comprometer a sua integridade. Este cadinho é ideal para fundir, calcinar ou secar substâncias, graças à sua capacidade de distribuir o calor de maneira uniforme e eficaz. A sua forma média equilibra perfeitamente a necessidade de volume adequado com a facilidade de manuseio, tornando-o versátil para uma ampla gama de aplicações científicas. Além disso, a durabilidade e resistência química do material asseguram uma longa vida útil, mesmo sob uso intensivo em condições exigentes.",,https://abcescolar.pt/es/products/cadinho-de-forma-media-com-tampa,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/ObtenerImagen_710466c1-1cde-445f-92a6-84da179b9631.jpg?v=1708101781,,,,N/A,,,,,,,,4.5 €,3.50,,,7
